台湾,#genre#
beIN Sports 3,P2p://starvod.xyz:19806/1002f02a36cb47cbb8fbbb3891b32541.ts
Eurosport HD,P2p://starvod.xyz:19806/6e273b5a35a34f7a801a3098d7676fed.ts
Golf Channel,P2p://starvod.xyz:19806/5b2ee6193b514f719b7803ca6fc60b34.ts
SPOTV,P2p://starvod.xyz:19806/44e28c158cf349bb956e2e5540d7e303.ts
SPOTV 2,P2p://starvod.xyz:19806/3f3dcaacc92f4d88948cd947c7e3b5f9.ts
新加坡,#genre#
中天亚洲台,P2p://starvod.xyz:19806/cd11642fed21436aae33a4a2ad34d222.ts
KBS World,P2p://starvod.xyz:19806/42be76883e3d4bc480f5bb73f44bf364.ts
Fox News,P2p://starvod.xyz:19806/68679be000049ac4a4fd4639047f5c36.ts
Euronews,P2p://starvod.xyz:19806/68679bdf000d5c6fa4fd449305a9048e.ts
HITS,P2p://starvod.xyz:19806/fb3a891a161e47f8bc71047fe7a21baf.ts
beIN Sports,P2p://starvod.xyz:19806/7ec6631ab8414c8295b678161ff3e950.ts
beIN Sports 3,P2p://starvod.xyz:19806/1002f02a36cb47cbb8fbbb3891b32541.ts
Fight Sports,P2p://starvod.xyz:19806/759b38a5e84a4877baed62ffdf82a2ee.ts
Mediacorp 5,P2p://starvod.xyz:19806/a8153159c73d497e8b32404006640f9d.ts
Mediacorp 8,P2p://starvod.xyz:19806/0c233ed6df8848d89caa6fcde7d0f145.ts
Suria,P2p://starvod.xyz:19806/2607915ccca64099a1ec2e2563f1f250.ts
Vasantham,P2p://starvod.xyz:19806/67404d2b000163c22371405704f225ff.ts
CNA,P2p://starvod.xyz:19806/68679be1000f2408a4fd4cd13a443e1f.ts
Mediacorp U,P2p://starvod.xyz:19806/e8fae80b3b2549eeb4e4039fc4758941.ts
东森亚洲卫视,P2p://starvod.xyz:19806/fd275271504c4dcfa14e48964381ad06.ts
日本,#genre#
NHK-G综合,P2p://starvod.xyz:19806/39cbc09cfd5e4dfb97b45e4d8b8d2365.ts
NHK-E教育,P2p://starvod.xyz:19806/94f3f79234c14968ad7a64c78513e75a.ts
日本テレビ,P2p://starvod.xyz:19806/75a479a865ec43bea6b69c8890995012.ts
TBSテレビ,P2p://starvod.xyz:19806/491496a7b9a04f67aa80335ae6297f31.ts
テレビ东京,P2p://starvod.xyz:19806/48a714fb9207427ab736e06c55710711.ts
フジテレビ,P2p://starvod.xyz:19806/89185d69da39411e987c3ba8c83ccb4e.ts
読売テレビ,P2p://starvod.xyz:19806/0ee9d442c5b14c8e83b2c314ab9a4300.ts
関西テレビ,P2p://starvod.xyz:19806/1a0b9141f72540f9ac69259b1b147175.ts
テレビ大阪,P2p://starvod.xyz:19806/a8f44bac997a4f959151b0352f4116ad.ts
KBS京都,P2p://starvod.xyz:19806/e9191a0df37a445daf5b4d9af04ea921.ts
毎日放送,P2p://starvod.xyz:19806/ec9283967d664659a4ac6ec92104c7bf.ts
朝日放送,P2p://starvod.xyz:19806/7303e01149314ad4a5d8e5aa25b56975.ts
BS-1,P2p://starvod.xyz:19806/c3f16f1b4ce3463597111fc47b36dcde.ts
BS日テレ,P2p://starvod.xyz:19806/2152ff7538344b9dae7e9e58384728b4.ts
BS朝日,P2p://starvod.xyz:19806/1348fc652539480a9ac5067e6f174648.ts
BS-TBS,P2p://starvod.xyz:19806/2e2050b637094b81ad79c7d4611960e2.ts
BS11,P2p://starvod.xyz:19806/61b8fb8e2d664bd6a6069c375926ee3d.ts
BSフジ,P2p://starvod.xyz:19806/735e3c5931d34acf8dd2f7bbbf3741d9.ts
WOWOWプライム,P2p://starvod.xyz:19806/24258a88df1a461b98b74aa760ec6ba4.ts
WOWOWライブ,P2p://starvod.xyz:19806/efa7852398444fbab516e74d8aa19764.ts
WOWOWシネマ,P2p://starvod.xyz:19806/9478166f644f46e2bfd81cf23c51ff31.ts
スター・チャンネル1,P2p://starvod.xyz:19806/b9c896468a754600babf1db6b18da8bd.ts
BSアニマックス,P2p://starvod.xyz:19806/56a65f41367f497c84cc9538def3a614.ts
J Sports 1,P2p://starvod.xyz:19806/fd040fbad8944c24bbc666c8523a9513.ts
J Sports 2,P2p://starvod.xyz:19806/a92d2208dd254a1198e66b739dc50157.ts
J Sports 3,P2p://starvod.xyz:19806/e5535dae090d4e3abb7ffbe5cefcb0ac.ts
J Sports 4,P2p://starvod.xyz:19806/30defe37bb3a4685bcc7ef470e3d38a2.ts
Green Channel,P2p://starvod.xyz:19806/ede1dfdf91954f14817d55603428fd20.ts
ゴルフネットワークHD,P2p://starvod.xyz:19806/1d7c15347e5e4a7c80c49936041649c6.ts
时代剧専门チャンネル,P2p://starvod.xyz:19806/9d8cc1cbfca8462c9b7acfdea77e3936.ts
Music Japan TV,P2p://starvod.xyz:19806/2212b2b9e6ed4ce9a5339edeeefac6a4.ts
キッズステーションHD,P2p://starvod.xyz:19806/efe841ff5d8045d9a230837bbcabcd1c.ts
ディスカバリーチャンネル,P2p://starvod.xyz:19806/86b254a7f2764359bc6c4b0b4a6cf567.ts
スポーツチャンネル,P2p://starvod.xyz:19806/f5988307be5548108e2e081d8031ae7a.ts
旅チャンネル,P2p://starvod.xyz:19806/92edeab4370843668d206347317d815c.ts
韩国,#genre#
Arirang,P2p://starvod.xyz:19806/04134a3e3c834baa823e8734cc556fec.ts
KBS1,P2p://starvod.xyz:19806/7d3c62e8828642d4a7f94e8d54a2a862.ts
KBS2,P2p://starvod.xyz:19806/e4d27904883644f98bc25aa3c2170f90.ts
KBS Drama,P2p://starvod.xyz:19806/ada99d6c7228412299facc6609e01e80.ts
History,P2p://starvod.xyz:19806/fe78fe71f25549d7930c544a236bd08d.ts
SBS,P2p://starvod.xyz:19806/a64be5c8d277445abf4d89b5880190bf.ts
SBS Biz,P2p://starvod.xyz:19806/0bcf12196c1a4d23aa622d894c596a02.ts
JTBC,P2p://starvod.xyz:19806/17ede3b1efb740849706d1eed65b1f2b.ts
EBS,P2p://starvod.xyz:19806/9795a79a742049518f1e602386cdee53.ts
YTN,P2p://starvod.xyz:19806/8e630912e47f4748bebad1f633eb2e12.ts
Mnet,P2p://starvod.xyz:19806/0a20087aac3c422f8a4c2844a4a82978.ts
OCN,P2p://starvod.xyz:19806/88d5d7d48b0e432e868b2dd32f1f7057.ts
Inet TV,P2p://starvod.xyz:19806/271f55064b034a70af06b8166a30b6cf.ts
MBC,P2p://starvod.xyz:19806/1d2805fb1e6a483fa8e191311e17c9f1.ts
MBN,P2p://starvod.xyz:19806/b1a11cc780814f4e8de4314492f3a97b.ts
Tooniverse,P2p://starvod.xyz:19806/2879a6ceea8a4e5184e6bb1e6f5a8ab6.ts
SPOTV,P2p://starvod.xyz:19806/fa4ea144828f4c93851f4accafd590db.ts
JTBC GOLF,P2p://starvod.xyz:19806/ee7af1449943484583ec630d0664054e.ts
泰国,#genre#
Channel 5,P2p://starvod.xyz:19806/8757863080b642519a1181d0af35faa8.ts
NBT,P2p://starvod.xyz:19806/14b885f92833406e829faa81b24c82f9.ts
Thai PBS,P2p://starvod.xyz:19806/e39e24f200ba47eba8f6f95c25322ef8.ts
TNN 16,P2p://starvod.xyz:19806/99f0a2f3900c47acaa4d7f2288980c7e.ts
JKN 18,P2p://starvod.xyz:19806/560a3d1c6dcd466ba4eb6d4d6261f2e3.ts
Nation TV,P2p://starvod.xyz:19806/d9b02e521cb24a70831047d1e0fef5fe.ts
Workpoint TV,P2p://starvod.xyz:19806/98b99aec8eee47e2abecc9cf3dd449db.ts
true4U,P2p://starvod.xyz:19806/0755d3ee80db4b108995d541bf106e75.ts
GMM 25,P2p://starvod.xyz:19806/7d39eea698c54b3dbe9c1c68738fd061.ts
Channel 8,P2p://starvod.xyz:19806/b6a802094a1649149505aaff1b20bdef.ts
Mono 29,P2p://starvod.xyz:19806/09be27f3ddb847819e71d8b243a51f0d.ts
MCOT,P2p://starvod.xyz:19806/fcdea892b1b7475fa00397067183d913.ts
ONE,P2p://starvod.xyz:19806/e8f5d96d231e4fc1bfa40f7ab43e59bf.ts
Thairath TV,P2p://starvod.xyz:19806/0b673d2e364c4cdc94bc1420a37e9e0d.ts
Channel 3,P2p://starvod.xyz:19806/a2e439af4b9c4d3daec07fe824263cee.ts
Amarin TV,P2p://starvod.xyz:19806/9b84ed924b2948ef8ea5abf29b8db021.ts
Channel 7,P2p://starvod.xyz:19806/44e63b82876145c9bb912edc48076c00.ts
PPTV,P2p://starvod.xyz:19806/2c08d9a828df4eb9bed3d25d2693eba3.ts
News 1,P2p://starvod.xyz:19806/26d44d5ebc5d4c8480083674bd407f1b.ts
TVB Thai,P2p://starvod.xyz:19806/e1e0d1912ed94e0e8f79a83552e0b46b.ts
北美,#genre#
ESPN,P2p://starvod.xyz:19806/9bc1e4b6eaf34aaa9d83dbe293f62490.ts
NBA,P2p://starvod.xyz:19806/4fa9264f62254608bd416113cdbea8b4.ts
600TV,P2p://starvod.xyz:19806/54318b31395146409c32f9b69b5ccc67.ts
城市电视,P2p://starvod.xyz:19806/2b3efa01d8bf4c7fbbef69911802df3f.ts
新时代1(东部),P2p://starvod.xyz:19806/e485c2b5af154a638d9d54d10dcb73d9.ts
新时代1(西部),P2p://starvod.xyz:19806/2c381681bcfd4ecdb2e52ece5014d6e8.ts
新时代2,P2p://starvod.xyz:19806/dd3cb3133b9d4ab38fb4b2c321a727a2.ts
CBC News,P2p://starvod.xyz:19806/8e7b01b8bfb2422ab68b03f4b0810751.ts
CTV News,P2p://starvod.xyz:19806/946d8a12422a43398efc10b1632817f4.ts
Business News Network,P2p://starvod.xyz:19806/f781b82b17044e3691b3c660b4e7a231.ts
CP24,P2p://starvod.xyz:19806/bb52e2b314594e0daa8411af6ab9cb25.ts
The Weather Network,P2p://starvod.xyz:19806/43f3ffb61cd94b80b5b0e029323700e1.ts
Fox News,P2p://starvod.xyz:19806/e2349080da224da3aa1587374b8f43bc.ts
BBC World News,P2p://starvod.xyz:19806/561c188b0ff24edd8832e2a00abbb662.ts
CNN USA,P2p://starvod.xyz:19806/ed09b7fdefe1463ba21ef6d863d4b579.ts
MSNBC,P2p://starvod.xyz:19806/1dd669d791bf4b56b0dafcf932fcd93d.ts
The Weather Channel,P2p://starvod.xyz:19806/1e681d16ccdb4fd48febb7b028a274dc.ts
KOMO 4 TV,P2p://starvod.xyz:19806/01bc30011c584829b21389d0999a86ca.ts
新闻,#genre#
中天新闻台,P2p://starvod.xyz:19806/04708450393e4117a5464f3a15798c75.ts
三立iNEWS,P2p://starvod.xyz:19806/68906d930008bab4447072b85f8b0062.ts
壹电视新闻台,P2p://starvod.xyz:19806/a088c73be0cf4e859d17f6c9e5e6032d.ts
年代新闻,P2p://starvod.xyz:19806/5c91e296a2fa4dc48bc0984015e81771.ts
东森新闻台,P2p://starvod.xyz:19806/4e2bd867e652477eae849d5857c957e8.ts
华视新闻,P2p://starvod.xyz:19806/688f5f7c0003b465405167983c254a59.ts
民视新闻台,P2p://starvod.xyz:19806/593f5d7467a540fba1a6ea1b438c6ff8.ts
三立新闻台,P2p://starvod.xyz:19806/e6bda4686d054c1fb74790ede8664105.ts
TVBS新闻台,P2p://starvod.xyz:19806/b608ab000afc4cc19a467b01b6181840.ts
东森财经新闻台,P2p://starvod.xyz:19806/886b2f1f29324e538b91a848f37babde.ts
非凡新闻台,P2p://starvod.xyz:19806/fa879224c7844f15a56101978ecae7b7.ts
寰宇新闻台,P2p://starvod.xyz:19806/83bf3c0edd9f403dbf5603d32ce9ebec.ts
镜新闻,P2p://starvod.xyz:19806/0b92c19614e7466296e0fdb7ecd0246f.ts
非凡商业台,P2p://starvod.xyz:19806/2b27e8e6a3f1435393e2ab758041d5d3.ts
台视财经台,P2p://starvod.xyz:19806/0817341552e94d809c49a1a48598b8f1.ts
寰宇新闻台湾台,P2p://starvod.xyz:19806/afe7794ac5bf40ba96830dd97318be8c.ts
中视新闻台,P2p://starvod.xyz:19806/688f7b270006806a40bd7c4c68014503.ts
台视新闻台,P2p://starvod.xyz:19806/9e102cc689e046f9a757422e683cc7e8.ts
NHK新闻信息台,P2p://starvod.xyz:19806/6431253293b5465481791a93f585975a.ts
香港国际财经台,P2p://starvod.xyz:19806/96294ce955f546a589fb180d378478a0.ts
无线新闻台,P2p://starvod.xyz:19806/557d5098116e4e1f9b14008ed764cc71.ts
无线新闻台(备),P2p://starvod.xyz:19806/6f52ab9ed4f44c4cb6db0d5ff4258e5e.ts
now新闻台,P2p://starvod.xyz:19806/d0ba9cc570654f6d958809d4c3f8931d.ts
now财经台,P2p://starvod.xyz:19806/83892e7ba0594a00913904b57f0e1d61.ts
广州新闻,P2p://starvod.xyz:19806/f6b3d463c72543b8a39306e6e530cc4e.ts
CGTN,P2p://147.135.39.171:9906/68710e45000e8db7b96af92e6b64018d.ts
CNN,P2p://starvod.xyz:19806/68679be0000af04ca4fd47cf1ac274a7.ts
BBC World News,P2p://starvod.xyz:19806/3dd01ec097cb4f92b0bfe2cc40aae421.ts
Sky News,P2p://starvod.xyz:19806/0462a59394e2495c9e892952ee6c3134.ts
CNBC,P2p://starvod.xyz:19806/0f5ef2d64c4f4dec9484d6bb6233122d.ts
Bloomberg TV,P2p://starvod.xyz:19806/8463ecc3c5cd4c1eb25e8a8243f10d80.ts
ABC Australia,P2p://starvod.xyz:19806/9ecac4819b2e491db561b86445751dfc.ts
Fox News,P2p://starvod.xyz:19806/68679be000049ac4a4fd4639047f5c36.ts
France24,P2p://starvod.xyz:19806/20b9a94c6da94dd1beb5676e1cf83ae6.ts
Euronews,P2p://starvod.xyz:19806/68679bdf000d5c6fa4fd449305a9048e.ts
CNA,P2p://starvod.xyz:19806/68679be1000f2408a4fd4cd13a443e1f.ts
TNN 16,P2p://starvod.xyz:19806/99f0a2f3900c47acaa4d7f2288980c7e.ts
JKN 18,P2p://starvod.xyz:19806/560a3d1c6dcd466ba4eb6d4d6261f2e3.ts
600TV,P2p://starvod.xyz:19806/54318b31395146409c32f9b69b5ccc67.ts
CBC News,P2p://starvod.xyz:19806/8e7b01b8bfb2422ab68b03f4b0810751.ts
CTV News,P2p://starvod.xyz:19806/946d8a12422a43398efc10b1632817f4.ts
Business News Network,P2p://starvod.xyz:19806/f781b82b17044e3691b3c660b4e7a231.ts
CP24,P2p://starvod.xyz:19806/bb52e2b314594e0daa8411af6ab9cb25.ts
The Weather Network,P2p://starvod.xyz:19806/43f3ffb61cd94b80b5b0e029323700e1.ts
Fox News,P2p://starvod.xyz:19806/e2349080da224da3aa1587374b8f43bc.ts
BBC World News,P2p://starvod.xyz:19806/561c188b0ff24edd8832e2a00abbb662.ts
CNN USA,P2p://starvod.xyz:19806/ed09b7fdefe1463ba21ef6d863d4b579.ts
MSNBC,P2p://starvod.xyz:19806/1dd669d791bf4b56b0dafcf932fcd93d.ts
The Weather Channel,P2p://starvod.xyz:19806/1e681d16ccdb4fd48febb7b028a274dc.ts
音乐,#genre#
Mezzo Live,P2p://starvod.xyz:19806/e225423bad0b47e0a3c5669e3b6c7bb4.ts
CLASSICA 古典乐,P2p://starvod.xyz:19806/eb2219ba445a4a9b86fb50dd71c414ac.ts
Channel [V],P2p://starvod.xyz:19806/06707a16e03c4185a7d540ad1828ad52.ts
Music Japan TV,P2p://starvod.xyz:19806/2212b2b9e6ed4ce9a5339edeeefac6a4.ts
体育,#genre#
纬来育乐台,P2p://starvod.xyz:19806/1b1696ddae8547c7a97481e3f18b7640.ts
纬来体育台,P2p://starvod.xyz:19806/1bd3f54a1c4e4b2bb9915dec88435691.ts
DAZN 1,P2p://starvod.xyz:19806/eae84b7730954ac28a8431f17f8632af.ts
DAZN 2,P2p://starvod.xyz:19806/688f1286000a78763f24c85e4b7c6c62.ts
博斯运动,P2p://starvod.xyz:19806/6890723d00001b374482a89610c81233.ts
Z频道,P2p://starvod.xyz:19806/688f6f3200029987408ec63a1b6b2a66.ts
爱尔达体育1台(备),P2p://starvod.xyz:19806/b44aded067b14e799bd9ad1f5d4d1354.ts
爱尔达体育1台,P2p://starvod.xyz:19806/ec8c0752548e4fca9a37a002f528800d.ts
爱尔达体育2台,P2p://starvod.xyz:19806/f4f467867d9d4c3eb755700ecf9901fc.ts
爱尔达体育2台(备),P2p://starvod.xyz:19806/1308269dcd7540d38c182e5048c4a8fb.ts
爱尔达体育3台(备),P2p://starvod.xyz:19806/4cc37595b1f742e29a4fb167249b6faa.ts
爱尔达体育3台,P2p://starvod.xyz:19806/fa2b754d67c546f99513b2d45a4e717d.ts
爱尔达体育4台,P2p://starvod.xyz:19806/fe01cf2903fc47c39540df8c1268c4d6.ts
博斯高球,P2p://starvod.xyz:19806/09f7ad0419d34f9ea25e278a1286005f.ts
博斯高球二台,P2p://starvod.xyz:19806/9d2191b56e9b40acaeafa11f3dad1a54.ts
博斯网球台,P2p://starvod.xyz:19806/30fbf151f23944ddaf789bc08b2d957c.ts
博斯魅力网,P2p://starvod.xyz:19806/32a50a0a45004c94a415409decc07ea3.ts
博斯无限台,P2p://starvod.xyz:19806/68df9c8e3ad649ceac68de16bb3c1430.ts
博斯无限二台,P2p://starvod.xyz:19806/b8f99b2229554bf6a791adde512ea60e.ts
TRACE Sport Stars,P2p://starvod.xyz:19806/faf1f3bdf1a34297aa753f63680cecf0.ts
智林体育台,P2p://starvod.xyz:19806/d233d3ca78fa48e193b47853ec433c5d.ts
博斯运动二台,P2p://starvod.xyz:19806/3fb1fdbef84b41299794a90866252e9a.ts
CCTV5,P2p://starvod.xyz:19806/487f69e2ba1c453b842a2b839abf3c46.ts
CCTV5+,P2p://starvod.xyz:19806/4e70134e7a1d46438444e155f93f03d6.ts
快乐垂钓,P2p://starvod.xyz:19806/8f86c20a0da340f5bb0af6842ba81dce.ts
风云足球,P2p://starvod.xyz:19806/a6935bb6a30048c6b12be346e5481302.ts
央视台球,P2p://starvod.xyz:19806/686d21800004334aba8f3f1a2a5e645e.ts
高尔夫·网球,P2p://starvod.xyz:19806/11c608f32f4f4aeb911a68fa0d51b026.ts
广东体育,P2p://starvod.xyz:19806/3bdaf0abb692466b9e9d90437f3f6644.ts
五星体育,P2p://starvod.xyz:19806/3d9dba45a3584576b6064839f34d2d4e.ts
Astro Arena,P2p://starvod.xyz:19806/605b4b712b624227bddd4c21feaf9cea.ts
Astro Arena 2,P2p://starvod.xyz:19806/688f7fbf000cca3340cf6fa27c1871d1.ts
Astro Premier League,P2p://starvod.xyz:19806/688f81ff000e916740d83a1f18c8056d.ts
Astro Premier League 2,P2p://starvod.xyz:19806/de165676e36e4bbab3ead693237c8ad7.ts
Astro Grandstand,P2p://starvod.xyz:19806/0fe049facfaf4d72b619433bc2f1d2cc.ts
Astro Football,P2p://starvod.xyz:19806/6890810c000baae744bc841c68775c9a.ts
Astro Badminton,P2p://starvod.xyz:19806/6c3f4b1691c24c1ca68dc77210ec4488.ts
beIN Sports 2,P2p://starvod.xyz:19806/bcde775894f8490ab48e90fbc6667292.ts
beIN Sports,P2p://starvod.xyz:19806/7ec6631ab8414c8295b678161ff3e950.ts
beIN Sports 3,P2p://starvod.xyz:19806/1002f02a36cb47cbb8fbbb3891b32541.ts
Eurosport HD,P2p://starvod.xyz:19806/6e273b5a35a34f7a801a3098d7676fed.ts
WWE,P2p://starvod.xyz:19806/9f2bb71024a34c82a28a6c4bde09d1f5.ts
Golf Channel,P2p://starvod.xyz:19806/5b2ee6193b514f719b7803ca6fc60b34.ts
SPOTV,P2p://starvod.xyz:19806/44e28c158cf349bb956e2e5540d7e303.ts
SPOTV 2,P2p://starvod.xyz:19806/3f3dcaacc92f4d88948cd947c7e3b5f9.ts
Sky Sports Golf,P2p://starvod.xyz:19806/808f8aa59b7b42929ef4908a70f5b886.ts
Sky Sports Football,P2p://starvod.xyz:19806/204a67325bd4490e8823bd4931cc9d0a.ts
Sky Sports F1,P2p://starvod.xyz:19806/bb7d13c3996b4a70994a08fe50cdcc66.ts
Sky Sports Arena,P2p://starvod.xyz:19806/b7b4d1c2c4a64828bd1a72135986ccb6.ts
Sky Sports Main Event,P2p://starvod.xyz:19806/0be128b9d8e247cc9a1a07d4eaa386d5.ts
Sky Sports Cricket,P2p://starvod.xyz:19806/af23a0f925be451f999e65f5b071f0ca.ts
HKC 18,P2p://starvod.xyz:19806/72740144b3744949b05bd0220bd4c231.ts
Skynet Sports HD,P2p://starvod.xyz:19806/0857a3c8089e4a8fb8f5407e24b60d4b.ts
Skynet Sports 2,P2p://starvod.xyz:19806/8d26843b090a43a9bc4dc848ca714ce6.ts
Skynet Sports 5,P2p://starvod.xyz:19806/c8d66ad9ef3545b9bb263755864d24ac.ts
Skynet Sports 6,P2p://starvod.xyz:19806/b4e9c66ec9864f35b586e5af259ba8b7.ts
Fight Sports,P2p://starvod.xyz:19806/759b38a5e84a4877baed62ffdf82a2ee.ts
TSN1,P2p://starvod.xyz:19806/728014a1bcf74dee8f1e75895a00984e.ts
TSN2,P2p://starvod.xyz:19806/6639610519f948e4840717653a2a2645.ts
TSN3,P2p://starvod.xyz:19806/0dc6e758078d49c68545c6d47cb22013.ts
TSN4,P2p://starvod.xyz:19806/c1d9ee7953474d2790ba4691e37d59fc.ts
TSN5,P2p://starvod.xyz:19806/4a53619cd3da41b19998ef64411450f5.ts
ESPN,P2p://starvod.xyz:19806/9bc1e4b6eaf34aaa9d83dbe293f62490.ts
NBA,P2p://starvod.xyz:19806/4fa9264f62254608bd416113cdbea8b4.ts
J Sports 1,P2p://starvod.xyz:19806/fd040fbad8944c24bbc666c8523a9513.ts
J Sports 2,P2p://starvod.xyz:19806/a92d2208dd254a1198e66b739dc50157.ts
J Sports 3,P2p://starvod.xyz:19806/e5535dae090d4e3abb7ffbe5cefcb0ac.ts
J Sports 4,P2p://starvod.xyz:19806/30defe37bb3a4685bcc7ef470e3d38a2.ts
知识,#genre#
BBC Earth,P2p://starvod.xyz:19806/63eb0c76d5ae427197e301e59e291798.ts
探索频道,P2p://starvod.xyz:19806/e5d52916c13342bfac0c94bb33a41bb3.ts
动物星球,P2p://starvod.xyz:19806/69c20ede62144bcbaa35cfd957ca2179.ts
BBC Lifestyle,P2p://starvod.xyz:19806/3c35f1c72dd04f4793c25d9d110bbea0.ts
ELTV生活英语台,P2p://starvod.xyz:19806/9695ed0ae2cc46c5a4c9c2bdb70fe1c8.ts
Discovery Asia,P2p://starvod.xyz:19806/8d4c256e249e4bdbadbaa9a61c5964f6.ts
Discovery科学频道,P2p://starvod.xyz:19806/706af59d5aa949be8c7af84f7a492313.ts
DMAX,P2p://starvod.xyz:19806/de347284653f4f82abd018e2dfe31b95.ts
EVE,P2p://starvod.xyz:19806/5d33d3d8aab2491ebb573e58491bea29.ts
历史频道,P2p://starvod.xyz:19806/2d606ad986f0471daedd3183a45c7e10.ts
罪案侦缉频道,P2p://starvod.xyz:19806/77b3b2f9ba184e04a1f434b2b6238c6b.ts
Lifetime,P2p://starvod.xyz:19806/819f1d3fb92741c0b5caf39b5b8b165f.ts
KLT-靖天国际台,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
HGTV居家乐活频道,P2p://starvod.xyz:19806/21eb83d773344e3cae6316288af3818c.ts
Love Nature,P2p://starvod.xyz:19806/ba87030233c046908d7c7bfaa3ff9df6.ts
美食星球,P2p://starvod.xyz:19806/9d27c39385aa4b3cb200048b671e376b.ts
亚洲美食频道,P2p://starvod.xyz:19806/2294e984282d4d6e85c7ff00f5698301.ts
亚洲旅游台,P2p://starvod.xyz:19806/d5cc17ad9b2f403ca09060f24193dba8.ts
EYE TV旅游台,P2p://starvod.xyz:19806/d81b21f72705424badcf98dfcef332f4.ts
CCTV9,P2p://starvod.xyz:19806/7d6966c7d38b4307bc792ef4c645f2d6.ts
TLC旅游生活,P2p://starvod.xyz:19806/1f0f03ffefb849ada323da0cbf62ddfb.ts
儿少,#genre#
CN卡通频道,P2p://starvod.xyz:19806/0d6f7465ed7041079769001f6bed491d.ts
尼克儿童频道,P2p://starvod.xyz:19806/84ba99734be64f139ef3097d486079c2.ts
MOMO亲子台,P2p://starvod.xyz:19806/d83dd04cbb754191bb50d176ad9bb34b.ts
Animax,P2p://starvod.xyz:19806/688f19e50000d1763f41910576ee6f78.ts
靖洋卡通Nice Bingo,P2p://starvod.xyz:19806/cfec7c30545b498d84a01d4d5a0d4336.ts
靖天卡通台,P2p://starvod.xyz:19806/95e88e3d4c494659ba7307d313c7e315.ts
达文西频道,P2p://starvod.xyz:19806/5689b9e7fcc5474bb690bbb78a4975b4.ts
Nick Jr.,P2p://starvod.xyz:19806/293f7af7d3664f54ad64eb71d0b3bdbd.ts
SUPER Kids,P2p://starvod.xyz:19806/631732f5fa894772aec8ee750359e455.ts
CCTV14,P2p://starvod.xyz:19806/c8a5e953ef194f7c869050ccaf8592c1.ts
Boomerang,P2p://starvod.xyz:19806/3fc47324d72b410da2386ac87c4f1fee.ts
电影,#genre#
CatchPlay电影台,P2p://starvod.xyz:19806/d6691b8d00f44a56ab9ac87e9b55c453.ts
东森电影台,P2p://starvod.xyz:19806/b48b16ca3f49416f807214fbf96abac6.ts
纬来电影台,P2p://starvod.xyz:19806/212697047bfb46bbb2628b7a480ffaa8.ts
龙祥电影,P2p://starvod.xyz:19806/688f18c60009c1123f3d322f38a66726.ts
HBO,P2p://starvod.xyz:19806/68906fcc000d539444792289487b79c3.ts
东森洋片台,P2p://starvod.xyz:19806/c53bbbcbf05a4fae8624faa191a80cdd.ts
AXN,P2p://starvod.xyz:19806/1040e30d500f46b9a04caa0393dba6fb.ts
好莱坞电影台,P2p://starvod.xyz:19806/e2e60b586f9449bcaa926440ff39f252.ts
amc电影台,P2p://starvod.xyz:19806/49a2e3b1c30640a5a3749f845ed01dcf.ts
CINEMAX,P2p://starvod.xyz:19806/688f6111000958e2405797171ea71acd.ts
HBO Family,P2p://starvod.xyz:19806/885d5858223c4a2fab8882d088497a80.ts
HBO强档巨献,P2p://starvod.xyz:19806/b5a3136988f247109458543427ed8ea7.ts
HBO原创巨献,P2p://starvod.xyz:19806/ca7dd4874a67408b86d0a082ff4fcb2e.ts
美亚电影台HD,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
靖天映画,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天电影台,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
WARNER TV,P2p://starvod.xyz:19806/554396b9a3554fd295f2d53252538b07.ts
CinemaWorld,P2p://starvod.xyz:19806/398dfdc9c3cb49cdaa5470cb1ce795ad.ts
壹电视电影台,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
采昌影剧台,P2p://starvod.xyz:19806/33264996f0c14a369140623dca66da43.ts
影迷数位电影台,P2p://starvod.xyz:19806/37350129294343bcb28f6494c7ce4c07.ts
美亚电影台(粤语),P2p://starvod.xyz:19806/f803abc455da4b94bb9f16f7add61443.ts
MOViE MOViE,P2p://starvod.xyz:19806/08105ee824114f418daecd2956b50cd1.ts
Thrill,P2p://starvod.xyz:19806/68679be10008a36ea4fd4b2b3b26291d.ts
CCTV6,P2p://starvod.xyz:19806/553a57a0561b4fc1b82d51e3a782adc1.ts
CHC高清电影,P2p://starvod.xyz:19806/4945032366244655b517260d2b3f6afb.ts
CHC家庭影院,P2p://starvod.xyz:19806/e3d527e8d47642028bcdca7cb587d8e8.ts
CHC动作电影,P2p://starvod.xyz:19806/0999fa74f14540bc8fe2a157cc224391.ts
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
天映频道,P2p://starvod.xyz:19806/22fe7790f74a4cf4947335cf42b62be2.ts
